instrument_key,symbol,sector,industry,basic_industry
INE865C01022,BIRLAMONEY,Financial Services,Capital Markets,Stockbroking & Allied
INE778I01024,TELOGICA,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE091G01026,JAIBALAJI,Metals & Mining,Ferrous Metals,Iron & Steel
INE917I01010,BAJAJ-AUTO,Automobile and Auto Components,Automobiles,2/3 Wheelers
INE918I01026,BAJAJFINSV,Financial Services,Finance,Holding Company
INE020J01029,GOKUL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE105J01010,RPGLIFE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INF174KA1JD7,SENSEX1,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
INE368I01016,NIRAJ,Construction,Construction,Civil Construction
INE878I01022,BAFNAPH,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE790D01020,CHLLTD,Consumer Services,Leisure Services,Hotels & Resorts
INE955I01044,SEJALLTD,Capital Goods,Industrial Products,Glass - Industrial
INE877I01016,ARCHIDPLY,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
INE947I01017,LOTUSEYE,Healthcare,Healthcare Services,Hospital
INE323J01019,SOMICONVEY,Capital Goods,Industrial Manufacturing,Industrial Products
INE201J01017,LGBFORGE,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE197J01017,LPDC,Realty,Realty,Real Estate related services
INE176J01011,SICAGEN,Services,Commercial Services & Supplies,Trading & Distributors
INE457H01027,SIMPLXMIL,Textiles,Textiles & Apparels,Other Textile Products
INE456H01029,SIMPLXPAP,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE144J01027,20MICRONS,Metals & Mining,Minerals & Mining,Industrial Minerals
INE342J01019,ZFCVINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE773I01017,ALKALI,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE858B01029,ISGEC,Construction,Construction,Civil Construction
INE919H01018,IMFA,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
INE065J01024,TPHQ,Construction,Construction,Civil Construction
INE359B01010,VEDAVAAG,Information Technology,IT - Services,IT Enabled Services
INE893J01029,MOLDTKPAC,Capital Goods,Industrial Products,Packaging
INE998I01010,MHRIL,Consumer Services,Leisure Services,Hotels & Resorts
INE688J01023,LANDSMILL,Services,Commercial Services & Supplies,Trading & Distributors
INE294G01026,ROML,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE083K01017,BENGALASM,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE814H01029,ADANIPOWER,Power,Power,Integrated Power Utilities
INE848E01016,NHPC,Power,Power,Power Generation
INE360J01011,SURYAAMBA,Textiles,Textiles & Apparels,Other Textile Products
INE615I01010,GLOBUSSPR,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE274J01014,OIL,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
INE542F01020,SWANDEF,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
INE274K01012,BTTL,Textiles,Textiles & Apparels,Trading - Textile Products
INE318K01025,SPSL,Capital Goods,Industrial Products,Iron & Steel Products
INE201K01015,EXPLEOSOL,Information Technology,IT - Services,IT Enabled Services
INE399K01017,RTNPOWER,Power,Power,Power Generation
INE947J01015,DEN,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE563J01010,ASTEC,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE250K01012,DLINKINDIA,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE121E01018,JSWENERGY,Power,Power,Power Generation
INE143K01019,YUNIKM,Financial Services,Finance,Other Financial Services
INE484J01027,GODREJPROP,Realty,Realty,"Residential, Commercial Projects"
INE950I01011,DBCORP,"Media, Entertainment & Publication",Media,Print Media
INE912H01013,MBLINFRA,Construction,Construction,Civil Construction
INE797F01020,JUBLFOOD,Consumer Services,Leisure Services,Restaurants
INE893I01013,VASCONEQ,Realty,Realty,"Residential, Commercial Projects"
INE085J01014,THANGAMAYL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE879I01012,DBREALTY,Realty,Realty,"Residential, Commercial Projects"
INE753K01015,EMMBI,Capital Goods,Industrial Products,Packaging
INE982F01036,HATHWAY,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE141K01013,TEXMOPIPES,Capital Goods,Industrial Products,Plastic Products - Industrial
INE108E01023,SUNDARAM,Fast Moving Consumer Goods,Household Products,Stationary
INE312J01012,COROENGG,Realty,Realty,"Residential, Commercial Projects"
INE847C01020,ROSSELLIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
INE949H01023,MANINFRA,Realty,Realty,"Residential, Commercial Projects"
INE864J01012,TAMBOLIIN,Financial Services,Finance,Holding Company
INE975G01012,IL&FSTRANS,Construction,Construction,Civil Construction
INE262H01021,PERSISTENT,Information Technology,IT - Software,Computers - Software & Consulting
INE566K01011,ISFT,Consumer Services,Retailing,E-Retail/ E-Commerce
INE790B01024,KCPSUGIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
INE134B01017,KECL,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE639K01016,SATCH,Services,Commercial Services & Supplies,Diversified Commercial Services
INE747K01017,TARAPUR,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE002L01015,SJVN,Power,Power,Power Generation
INE830C01026,EMAMIPAP,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
INE798K01010,KRITINUT,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
INE265D01015,GKB,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE871K01015,HMVL,"Media, Entertainment & Publication",Media,Print Media
INE778K01012,EMAMIREAL,Realty,Realty,"Residential, Commercial Projects"
INE915K01010,AHLWEST,Consumer Services,Leisure Services,Hotels & Resorts
INE926K01017,AHLEAST,Consumer Services,Leisure Services,Hotels & Resorts
INE933K01021,BAJAJCON,Fast Moving Consumer Goods,Personal Products,Personal Care
INE696K01024,PRAKASHSTL,Capital Goods,Industrial Products,Iron & Steel Products
INE517F01014,GPPL,Services,Transport Infrastructure,Port & Port services
INE389K01018,WELINV,Financial Services,Finance,Investment Company
INE866K01023,WAAREEINDO,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE019J01013,HEALTHX,Healthcare,Healthcare Services,Healthcare Service Provider
INE521J01018,CPCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE874I01013,RAMKY,Construction,Construction,Civil Construction
INE999K01014,GREENPOWER,Power,Power,Power Generation
INE068L01024,CANTABIL,Textiles,Textiles & Apparels,Garments & Apparels
INE351L01016,SEATV,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE956G01038,WABAG,Utilities,Other Utilities,Water Supply & Management
INE844K01012,BEDMUTHA,Capital Goods,Industrial Products,Iron & Steel Products
INE442H01029,ASHOKA,Construction,Construction,Civil Construction
INE209L01016,JWL,Capital Goods,Industrial Manufacturing,Railway Wagons
INE093I01010,OBEROIRLTY,Realty,Realty,"Residential, Commercial Projects"
INE811K01011,PRESTIGE,Realty,Realty,"Residential, Commercial Projects"
INE482J01021,SHAH,Capital Goods,Industrial Products,Iron & Steel Products
INE522F01014,COALINDIA,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
INE024L01027,GRAVITA,Metals & Mining,Minerals & Mining,Industrial Minerals
INE324L01013,RPPINFRA,Construction,Construction,Civil Construction
INE245L01028,RDBIPL,Realty,Realty,"Residential, Commercial Projects"
INE490G01020,MOIL,Metals & Mining,Minerals & Mining,Industrial Minerals
INE565L01011,ZEELEARN,Consumer Services,Other Consumer Services,Education
INE096L01025,KTIL,Services,Transport Services,Logistics Solution Provider
INE619I01012,A2ZINFRA,Services,Commercial Services & Supplies,Diversified Commercial Services
INE146L01010,KIRLOSENG,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE722J01012,RKDL,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
INE608A01012,PSB,Financial Services,Banks,Public Sector Bank
INE360L01017,FMNL,Services,Commercial Services & Supplies,Diversified Commercial Services
INE272L01022,SURANASOL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE268L01046,SHEKHAWATI,Textiles,Textiles & Apparels,Other Textile Products
INE029L01018,KICL,Financial Services,Finance,Investment Company
INE878K01010,BFINVEST,Financial Services,Finance,Holding Company
INE519C01017,SUMMITSEC,Financial Services,Finance,Investment Company
INE577L01016,STEL,Financial Services,Finance,Investment Company
INE621L01012,TEXRAIL,Capital Goods,Industrial Manufacturing,Railway Wagons
INE611L01021,INDTERRAIN,Textiles,Textiles & Apparels,Garments & Apparels
INE045J01034,FCL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE320L01011,DHUNINV,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE251B01027,ZENTEC,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE597L01014,LOVABLE,Textiles,Textiles & Apparels,Garments & Apparels
INE560K01014,PFS,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE414G01012,MUTHOOTFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE672K01025,TRUEGREEN,Textiles,Textiles & Apparels,Other Textile Products
INE932K01015,VMS,Services,Transport Infrastructure,Port & Port services
INE725L01011,KARMAENG,Power,Power,Power Generation
INE726L01027,DELPHIFX,Financial Services,Finance,Other Financial Services
INE573K01025,RUSHIL,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
INE130L01014,ENKEIWHEL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE524L01026,KRIDHANINF,Construction,Construction,Civil Construction
INE878H01024,INVENTURE,Financial Services,Capital Markets,Stockbroking & Allied
INE498L01015,LTF,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE126M01010,IBULLSLTD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE040M01013,TREEHOUSE,Consumer Services,Other Consumer Services,Education
INE650L01011,BROOKS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE895B01021,RUPA,Textiles,Textiles & Apparels,Garments & Apparels
INE419M01027,TDPOWERSYS,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE901L01018,APLLTD,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE590L01019,VASWANI,Metals & Mining,Ferrous Metals,Sponge Iron
INE457L01029,PGEL,Consumer Durables,Consumer Durables,Consumer Electronics
INE050L01048,LESHAIND,Services,Commercial Services & Supplies,Trading & Distributors
INE023M01027,SETUINFRA,Construction,Construction,Civil Construction
INE123M01017,RDBRL,Capital Goods,Industrial Products,Packaging
INE440L01017,TIJARIA,Capital Goods,Industrial Products,Plastic Products - Industrial
INE912L01015,ONELIFECAP,Financial Services,Capital Markets,Stockbroking & Allied
INE060J01017,FLEXITUFF,Textiles,Textiles & Apparels,Other Textile Products
INE899L01030,UEL,Power,Power,Power Generation
INE152M01016,TRITURBINE,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE337M01021,INDOTHAI,Financial Services,Capital Markets,Stockbroking & Allied
INE122M01019,ESSARSHPNG,Services,Transport Services,Shipping
INE702C01027,APLAPOLLO,Capital Goods,Industrial Products,Iron & Steel Products
INE390G01014,GPTINFRA,Construction,Construction,Civil Construction
INE258M01011,FERVENTSYN,Services,Commercial Services & Supplies,Trading & Distributors
INE480M01011,THOMASCOTT,Textiles,Textiles & Apparels,Garments & Apparels
INE482B01010,TERASOFT,Information Technology,IT - Services,IT Enabled Services
INE793G01035,PMCFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE241F01011,FUTSOL,Financial Services,Finance,Other Financial Services
INE123D01024,AIML,Capital Goods,Industrial Products,Iron & Steel Products
INE743M01012,RHIM,Capital Goods,Industrial Products,Electrodes & Refractories
INE745G01043,MCX,Financial Services,Capital Markets,Exchange and Data Platform
INE883L01018,PYXISFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE839M01018,SCHNEIDER,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE550L01013,OLPCL,Consumer Durables,Consumer Durables,Leisure Products
INE095N01031,NBCC,Construction,Construction,Civil Construction
INE472M01018,MTEDUCARE,Consumer Services,Other Consumer Services,Education
INE750M01017,HEXATRADEX,Financial Services,Finance,Investment Company
INE393F01010,MAXHEIGHTS,Realty,Realty,"Residential, Commercial Projects"
INE760L01018,TBZ,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE050M01012,VSSL,Capital Goods,Industrial Products,Iron & Steel Products
INE204N01013,LOOKS,Healthcare,Healthcare Services,Healthcare Service Provider
INE247M01014,SPECIALITY,Consumer Services,Leisure Services,Restaurants
INE142K01011,AURUS,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE958L01034,META,Information Technology,IT - Services,IT Enabled Services
INE834M01019,RTNINDIA,Consumer Services,Retailing,E-Retail/ E-Commerce
INE735M01018,SAMPANN,Capital Goods,Industrial Products,Rubber
INE391J01032,JTLIND,Capital Goods,Industrial Products,Iron & Steel Products
INE436N01029,AMTL,Power,Power,Power Generation
INE553C01016,NECCLTD,Services,Transport Services,Logistics Solution Provider
INE299N01021,WAAREERTL,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE524N01014,JUPITERIN,Consumer Services,Retailing,Internet & Catalogue Retail
INE581M01016,VINAYAKPOL,Capital Goods,Industrial Products,Packaging
INE131N01018,JOINTECAED,Information Technology,IT - Software,Computers - Software & Consulting
INE741L01018,DUCON,Capital Goods,Industrial Manufacturing,Industrial Products
INE195N01013,PROZONER,Realty,Realty,"Residential, Commercial Projects"
INE559N01010,SRGHFL,Financial Services,Finance,Housing Finance Company
INE456N01019,COMCL,Financial Services,Finance,Other Financial Services
INE892L01019,SHANTIGURU,Consumer Services,Retailing,Diversified Retail
INE176N01039,CASPIAN,Financial Services,Finance,Other Financial Services
INE175N01023,AERPACE,Capital Goods,Industrial Products,Iron & Steel Products
INE247C01023,VIRTUALG,Consumer Services,Other Consumer Services,Education
INE840M01016,ZUARI,Chemicals,Fertilizers & Agrochemicals,Fertilizers
INE503B01021,STEELXIND,Capital Goods,Industrial Products,Iron & Steel Products
INE234G01022,TRIOMERC,Financial Services,Finance,Other Financial Services
INE198N01017,CDG,Capital Goods,Industrial Products,Plastic Products - Industrial
INE752H01013,CARERATING,Financial Services,Capital Markets,Ratings
INE785M01021,PCJEWELLER,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE121J01017,INDUSTOWER,Telecommunication,Telecom - Services,Telecom - Infrastructure
INE899M01020,ISERA,Information Technology,IT - Software,Computers - Software & Consulting
INE665J01013,VMART,Consumer Services,Retailing,Diversified Retail
INE149O01018,NIBE,Capital Goods,Aerospace & Defense,Aerospace & Defense
INE160O01031,MUKTA,Services,Commercial Services & Supplies,Trading & Distributors
INE159O01033,MYSTICELE,Services,Commercial Services & Supplies,Trading & Distributors
INE274M01026,COMFINCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE583M01012,BMAL,Metals & Mining,Non - Ferrous Metals,Aluminium
INE612J01015,REPCOHOME,Financial Services,Finance,Housing Finance Company
INE191O01010,LAKHOTIA,Textiles,Textiles & Apparels,Other Textile Products
INE168O01026,GCMSECU,Financial Services,Capital Markets,Stockbroking & Allied
